Global Company Key,Data Date,Data Year - Fiscal,Ticker Symbol,Company Name,Current Assets - Total,Accounts Payable - Trade,Assets - Total,Cash,Cost of Goods Sold,Common Shares Outstanding,Long-Term Debt - Total,Depreciation and Amortization,Dividends - Total,Inventories - Total,Current Liabilities - Total,Liabilities - Total,Net Income (Loss),"Property, Plant and Equipment - Total (Net)",Retained Earnings,Receivables - Total,Sales/Turnover (Net),Stockholders Equity - Parent,Interest and Related Expense - Total,"Selling, General and Administrative Expense",Price Close - Annual - Fiscal,Standard Industry Classification Code
10984,20190331,2018,S,SPRINT CORP,12891,3961,84601,6982,13395,4081,35366,9391,0,999,12115,58474,-1943,21201,-2275,4244,33597,26072,2563,7429,5.65,4812
10991,20181231,2018,SGMS,SCIENTIFIC GAMES CORP,1368.3,225.1,7717.8,168.2,1255.3,91.9,8991.9,670.1,0,215.6,747.3,10181,-352.4,547,-3123.8,813.3,3363.2,-2463.2,597.2,899.2,17.88,3570
11032,20181231,2018,UHS,UNIVERSAL HEALTH SVCS INC,1937.802,445.652,11265.48,105.22,9090.661,91.35,3935.187,453.045,37.342,148.206,1448.738,5795.395,779.705,4847.94,5388.348,1505.984,10772.278,5389.262,158.753,,116.56,8062
11124,20181231,2018,VECO,VEECO INSTRUMENTS INC,520.08,39.611,900.816,212.273,328.247,48.025,287.392,47.756,0,156.311,160.053,463.041,-407.088,80.284,-618.163,77.205,542.082,437.775,21.518,189.815,7.41,3559
11399,20180630,2018,WDC,WESTERN DIGITAL CORP,10638,2524,29235,5005,11056,296,10993,2056,592,2944,4456,17704,675,3095,8718,2197,20647,11531,676,3678,77.41,3572
11538,20181231,2018,JAX,J. ALEXANDER'S HOLDINGS INC,17.465,6.135,174.549,8.783,200.07,14.695,5.866,11.157,0,3.134,33.778,52.89,3.999,109.332,17.528,1.749,242.264,113.815,0.724,21.9,8.23,5812
11636,20181231,2018,XRX,XEROX HOLDINGS CORP,4695,1091,14874,1084,5293,229.623,4269,504,265,818,3251,9621,361,941,1507,2613,9830,5219,244,2765,19.76,3577
11749,20181231,2018,SKFRY,SKF AB,5315.171,881.173,9809.031,1169.122,7044.885,455.351,1575.22,259.255,281.759,2005.848,2350.283,5819.84,819.735,1877.796,3582.081,2012.486,9644.746,3773.596,67.402,1296.836,15.165,3562
11872,20180930,2018,ARKR,ARK RESTAURANTS CORP,13.212,5.019,84.737,5.012,138.67,3.47,19.86,5.074,3.454,2.094,17.84,41.001,4.655,45.264,29.364,3.838,159.99,42.296,1.163,11.214,23.28,5812
11976,20190228,2018,RMCF,ROCKY MOUNTAIN CHOC FACT INC,14.266,0.897,26.222,5.384,23.959,5.958,0,1.709,2.852,4.271,4.736,5.832,2.239,5.785,13.733,4.293,34.545,20.39,0.071,5.643,9.48,2060
12010,20181231,2018,I,INTELSAT SA,847.659,108.101,12241.513,485.12,330.874,138,14238.698,687.589,0,0,660.212,16324.122,-599.605,5511.702,-6649.856,316.427,2161.19,-4097.005,1242.574,200.857,21.39,4899
12262,20181231,2018,ASTE,ASTEC INDUSTRIES INC,560.991,70.614,855.457,25.821,941.485,22.513,59.709,27.536,9.625,355.944,189.231,270.167,-60.449,192.448,461.362,133.978,1246.914,584.58,1.045,209.127,30.19,3531
12304,20180930,2018,DLHC,DLH HOLDINGS CORP,17.395,3.393,62.541,6.355,103.034,11.899,6.958,2.242,0,0,15.933,23.123,1.836,1.566,-44.879,10.28,133.236,39.418,1.075,19.178,5.76,8090
12392,20181231,2018,SKYW,SKYWEST INC,1020.794,331.982,6313.212,328.384,2412.81,51.388,2809.768,334.589,20.744,127.69,924.826,4348.931,280.372,5005.744,1776.553,90.13,3221.679,1964.281,121.909,,44.47,4512
12485,20181231,2018,ATUS,ALTICE USA INC,903.254,857.502,33613.808,298.781,3173.076,709.04,22653.975,2382.339,1499.935,0,2021.191,29803.565,18.833,5828.881,240.047,465.956,9566.608,3800.948,1617.979,2290.266,16.52,4841
12589,20181231,2018,EHC,ENCOMPASS HEALTH CORP,662.1,90,5175,69.2,3175.8,98.926,2478.6,199.7,103.7,0,672.5,3356.3,292.3,1634.8,-885.2,467.7,4277.3,1276.7,153.3,209.3,61.7,8060
12722,20181031,2018,IBAL,INTERNATIONAL BALER CORP,9.714,0.582,11.046,4.733,9.368,5.184,0,0.184,0,4.257,1.863,1.863,0.31,1.271,3.381,0.557,11.114,9.183,0,1.154,1.86,3569
12756,20181231,2018,CCEP,COCA-COLA EUROPEAN PARTNERS,3424.389,1483.787,20855.454,353.773,7469.311,474.92,5869.889,586.188,589.622,793.414,4341.452,13340.346,1040.712,4451.362,7335.36,2191.334,13186.93,7515.108,160.286,3329.361,45.85,2086
12761,20181231,2018,STKL,SUNOPTA INC,533.421,115.297,896.738,3.28,1115.532,87.423,227.023,32.788,7.909,361.957,446.346,683.597,-109.205,171.032,-215.818,139.16,1260.852,211.637,34.691,107.635,3.87,2086
12785,20181231,2018,PPC,PILGRIM'S PRIDE CORP,2234.657,820.849,5931.202,338.386,9805.408,248.965,2295.19,274,0,1159.519,1296.223,3911.617,247.945,2161.702,294.054,601.359,10937.784,2009.8,146.994,342.705,15.51,2015
12825,20180930,2018,JJSF,J & J SNACK FOODS CORP,382.797,69.592,932.013,111.479,755.53,18.754,0.753,46.449,33.666,112.884,117.899,172.922,103.596,242.673,731.751,132.342,1138.265,759.091,,225.511,150.89,2050
13071,20181231,2018,RDNT,RADNET INC,208.69,68.04,1109.33,10.389,681.754,48.977,633.012,72.899,0,,239.517,909.077,32.243,345.729,-115.656,149.514,975.146,127.184,43.456,185.793,10.17,8071
13092,20180930,2018,JACK,JACK IN THE BOX INC,94.973,44.97,823.397,2.705,499.751,25.736,1037.927,59.422,45.687,1.858,183.72,1415.096,121.371,419.669,1467.093,57.422,869.69,-591.699,46.525,114.42,83.83,5812
13145,20181231,2018,ICAGY,INTL CONSOL AIRLINES GROUP,11555.451,2380.242,32096.059,4392.972,22865.209,991.656,7594.106,1466.614,666.33,582.753,12651.118,24402.347,3303.03,14239.091,-270.196,2669.901,27942.371,7686.842,248.442,,15.742,4512
13323,20181031,2018,SAFM,SANDERSON FARMS INC,566.489,128.936,1659.44,121.193,2869.644,22.1,0,110.896,28.966,240.056,198.889,271.547,61.431,1087.588,1284.524,162,3236.004,1387.893,2.066,216.164,98.39,2015
13570,20181231,2018,MIDD,MIDDLEBY CORP,1061.594,188.299,4549.781,71.701,1617.168,55.703,1888.898,95.8,0,521.81,558.952,2884.578,317.152,314.569,1732.757,412.708,2722.931,1665.203,58.67,535.842,102.73,3580
13631,20181231,2018,GRST,ETHEMA HEALTH CORP,0.408,1.093,12.669,0.025,3.043,124.3,6.707,0.274,0,0,13.678,20.385,-8.179,8.948,-29.899,0.235,0.433,-7.716,5.201,,0.084,8060
13664,20181231,2018,GLIBA,GCI LIBERTY INC,750.738,100.334,8660.822,491.257,227.192,106.501,2284.623,206.946,0,0,1080.794,4354.132,-873.303,1184.606,1044.101,219.381,739.762,4297.123,123.196,347.676,41.16,4812
13683,20181231,2018,TEF,TELEFONICA SA,26721.91,9682.4,130572.135,6516.757,39091.386,5126.636,50042.328,10360.178,2406.575,1937.167,33945.069,99682.798,3813.654,38119.365,10193.024,11948.151,56347.28,20547.477,2195.913,,8.46,4812
13714,20181231,2018,VIAC,VIACOMCBS INC,6752,201,21859,322,9026,373,9465,223,274,,4573,19055,1960,1209,-17976,4041,14514,2804,467,2217,43.72,4888
13733,20181231,2018,PMD,PSYCHEMEDICS CORP,13.87,0.682,24.974,4.069,18.993,5.507,1.212,3.063,3.797,0,4.06,6.227,4.584,10.177,-2.725,4.829,42.674,18.747,0.106,13.008,15.87,8071
13759,20181231,2018,MHGU,MERITAGE HOSPITALITY GROUP,20.569,16.357,310.855,13.317,354.509,6.259,156.164,11.943,2.34,3.289,64.361,253.462,13.008,112.666,31.042,1.56,435.298,57.731,9.763,43.433,17.5,5812
14113,20180930,2018,MITK,MITEK SYSTEMS INC,37.628,3.573,127.15,9.028,8.071,37.961,0.505,4.638,0,0,20.407,31.756,-11.807,4.665,-21.588,16.821,63.559,95.394,0,52.804,7.05,3577
14229,20181231,2018,TATT,TAT TECHNOLOGIES LTD,77.459,8.27,103.287,15.95,80.602,8.875,0,4.185,0,38.605,14.681,18.993,-4.408,21.424,18.038,19.277,93.178,84.294,1.569,14.025,6.15,4581
14369,20181231,2018,USM,US CELLULAR CORP,1812,313,7274,580,1789,86,1605,640,0,142,691,3196,150,2202,2444,976,3967,4057,116,1388,51.97,4812
14489,20190131,2018,DELL,DELL TECHNOLOGIES INC,36138,19213,111820,9676,60864,719,49201,7746,0,3649,44972,111566,-2310,5259,-21816,16769,90621,-4569,2488,21262,48.59,3571
14501,20180930,2018,NUZE,NUZEE INC,2.255,0.268,2.983,1.807,1.159,39.584,0.088,0.163,0,0.135,0.476,0.571,-3.577,0.674,-12.639,0.145,1.389,2.319,0.002,3.685,1.9,2090
14535,20181231,2018,SSP,EW SCRIPPS  -CL A,471.017,26.919,2130.061,107.114,997.521,80.67,685.764,63.987,16.395,0,198.059,1203.896,20.381,237.927,-181.626,300.572,1208.425,926.165,36.184,,15.73,4833
14891,20181231,2018,MGPI,MGP INGREDIENTS INC,154.623,25.363,277.892,5.025,281.128,16.856,31.628,11.362,5.499,108.769,37.463,76.451,37.284,120.788,198.75,39.509,376.089,201.441,1.73,33.451,57.05,2085
14894,20190331,2018,VOD,VODAFONE GROUP PLC,44690,7342,160346,15307,22858,2723.038,54643,10994,4514,801,28647,89136,-9002,30789,-97879,11111,49010,69832,2129,11085,18.18,4812
14898,20181231,2018,DDD,3D SYSTEMS CORP,397.474,66.722,825.832,109.998,304.242,115.704,31.392,59.024,0,133.161,164.06,240.973,-45.505,107.718,-761.679,126.618,687.66,578.369,1.188,367.585,10.17,3559
14954,20180831,2018,LNN,LINDSAY CORP,331.051,30.53,500.256,160.787,379.729,10.758,116.57,16.514,13.006,79.233,80.094,223.39,20.277,57.248,466.798,69.107,547.705,276.866,4.687,103.178,95.77,3523
14960,20181231,2018,LH,LABORATORY CP OF AMER HLDGS,2835.4,634.6,16185.3,426.8,7812.8,98.9,6041.9,543.2,0,237.3,1878.9,9194.8,883.7,1784.7,6616.7,1862.3,11333.4,6971.4,244.2,1485.8,126.36,8071
15087,20181231,2018,LWAY,LIFEWAY FOODS INC,18.916,4.57,56.807,2.998,74.646,15.814,5.995,3.477,0,5.817,7.453,14.402,-3.086,24.573,46.563,9.024,103.35,42.405,0.271,27.093,1.88,2020
15092,20181231,2018,9614B,CEC ENTERTAINMENT INC,146.732,31.41,1666.165,63.17,537.551,,1148.364,100.72,0,23.807,106.582,1423.594,-20.461,539.185,-116.999,34.18,896.066,242.571,76.283,206.467,,5812
15267,20181231,2018,IEX,IDEX CORP,1092.532,143.196,3473.857,466.407,1288.227,75.953,848.335,77.544,132.199,279.995,364.661,1479.217,410.573,281.22,2212.854,312.192,2483.666,1994.64,44.134,533.724,126.26,3561
15327,20190331,2018,BNSO,BONSO ELECTRONICS INTL INC,10.404,0.443,22.486,7.527,4.901,4.671,0.005,1.134,0,0.829,4.155,7.337,-0.463,9.591,-4.569,0.605,9.992,15.149,0.139,4.605,2.9163,3590
15337,20190228,2018,EMMS,EMMIS COMMUNICATIONS CP-CL A,29.994,4.451,237.746,5.438,91.033,13.052,48.757,3.213,0,0,57.366,137.379,23.352,23.477,-523.9,16.775,114.131,72.214,8.103,10.313,3.84,4832
16456,20181231,2018,HNGR,HANGER INC,325.9,55.797,703.01,95.114,954.194,36.921,502.09,36.455,0,67.69,171.274,724.934,-0.858,89.489,-365.554,152.213,1048.76,-21.924,39.166,,18.95,8093
16603,20181231,2018,3NSRGY,NESTLE SA/AG,41669.981,13257.199,139243.775,4573.2,43790.93,2974.5,26118.053,3028.475,7239.884,9273.433,43729.954,79890.754,10299.862,30443.284,,12231.785,93242.465,58296.104,833.339,32815.251,80.95,2000
16710,20180930,2018,DGII,DIGI INTERNATIONAL INC,163.044,12.911,371.125,58.014,107.213,27.428,0,12.27,0,41.644,34.975,40.845,1.303,6.27,128.222,50.817,228.366,330.28,0.025,102.213,13.45,3576
17010,20181231,2018,LSXMK,LIBERTY MEDIA SIRIUSXM GROUP,515,854,28292,91,2362,331.163,7855,369,0,0,2800,12585,676,1338,,233,5771,10599,388,1351,36.98,4832
17012,20181231,2018,XONE,EXONE CO,34.203,4.376,77.682,7.592,38.218,16.234,1.364,5.262,0,15.93,12.912,14.907,-12.667,41.906,-112.601,6.695,64.644,62.775,0.254,33.925,6.62,3550
17285,20181231,2018,CWGL,CRIMSON WINE GROUP LTD,115.734,7.733,255.085,9.376,34.711,23.714,22.18,3.087,0,77.267,14.095,41.906,1.978,126.23,-64.578,7.285,67.766,213.179,1.179,25.331,7.825,2084
17420,20181231,2018,ATLCY,ATLAS COPCO AB,6046.8,1409.81,10877.669,1846.964,5882.066,1212.714,1622.03,370.203,954.989,1431.077,3943.394,6098.561,11945.969,1168.784,4333.851,2698.544,10764.133,4773.819,76.404,2137.388,21.805,3560
17422,20181231,2018,PME,PINGTAN MARINE ENTERPRISE,15.458,33.888,246.962,1.967,29.889,79.055,22.33,9.142,2.372,5.84,73.073,95.403,13.397,199.571,50.905,6.931,64.256,132.667,2.079,6.135,2.55,2090
17452,20181231,2018,DANOY,DANONE SA,11831.372,4207.498,50578.141,960.569,13825.782,3236.366,16345.703,988.047,493.451,2048.222,11408.904,31663.288,2689.364,7069.743,13738.771,3804.495,28222.87,18712.206,449.944,9383.581,14.063,2000
17494,20190131,2018,MMMB,MAMAMANCINI'S HOLDINGS INC,4.86,3.062,7.764,0.609,17.853,31.636,5.33,0.679,0,1.397,3.616,8.946,0.55,2.884,-17.58,2.699,28.522,-1.182,0.893,8.425,0.8,2030
17501,20180630,2018,THST,TRUETT-HURST INC,24.751,0.409,31.182,0.278,1.573,4.536,0.052,0.929,0,5.826,15.69,15.742,-0.648,6.32,-6.299,0,6.471,10.232,0.102,3.547,1.64,2084
17687,20181231,2018,HMTV,HEMISPHERE MEDIA GROUP INC,144.824,2.515,501.267,94.478,41.474,39.046,203.957,16.081,0,0,39.918,267.868,-10.906,32.209,20.65,31.81,141.31,231.911,12.132,45.372,12.14,4833
17874,20181231,2018,TMUS,T-MOBILE US INC,8281,5687,72468,1203,18429,850.18,29263,6486,0,1084,10267,47750,2888,23359,-13286,4369,43239,24718,1719,12977,63.61,4812
18047,20181231,2018,NDLS,NOODLES & CO,23.351,7.854,172.032,4.655,385.443,43.929,44.183,22.872,0,9.646,33.147,119.351,-8.441,138.774,-111.135,2.576,457.841,52.681,4.405,49.58,6.99,5812
18075,20181231,2018,AZUL,AZUL SA,909.715,343.31,3046.299,301.999,1960.711,112.673,870.754,83.926,0,51.699,1047.909,2229.085,108.562,849.637,-246.308,349.467,2364.401,817.214,105.961,171.153,27.69,4512
18231,20190331,2018,WTER,ALKALINE WATER COMPANY INC,16.537,2.899,18.483,11.032,19.253,39.574,0,0.581,0,2.058,7.126,7.126,-8.618,1.946,-38.695,3.068,32.2,11.357,0.554,20.43,2.39,2086
18398,20181231,2018,EAST,EASTSIDE DISTILLING INC,23.49,1.985,26.358,10.643,3.507,8.764,5.234,0.307,0,11.018,2.373,7.607,-9.048,1.758,-27.139,1.064,6.124,18.751,0.789,10.572,6.18,2085
18479,20181231,2018,JASN,JASON INDUSTRIES INC,196.139,47.497,503.597,58.169,446.264,27.395,387.244,38.904,4.07,63.747,85.863,511.38,-13.16,134.869,-203.931,60.559,612.948,-7.783,33.437,106.47,1.37,3530
18636,20180630,2018,DEO,DIAGEO PLC,11467.775,1997.722,39208.943,1153.243,5628.987,614.25,10817.261,504.049,2086.13,6617.292,8392.02,23753.639,3987.529,5395.436,13146.178,3412.227,16049.078,13126.386,538.357,4909.858,144.01,2085
18729,20181231,2018,KNBWY,KIRIN HOLDINGS CO LTD,7580.967,1515.951,20996.128,,6700.773,877.999,2982.886,619.286,408.534,1866.964,5377.025,10050.475,1496.601,4803.639,8327.827,3690.727,14915.699,8349.51,71.028,5853.216,20.95,2082
18748,20181231,2018,VJET,VOXELJET AG,43.433,3.372,79.401,8.475,15.294,24.18,18.686,4.014,0,11.522,7.215,26.192,-9.993,31.685,-51.748,6.919,29.778,53.169,1.309,22.043,1.7,3555
18839,20181231,2018,PBPB,POTBELLY CORP,39.42,3.835,153.215,19.775,289.408,24.143,0,23.142,0,3.482,29.026,57.682,-8.878,87.782,-229.558,4.737,422.638,95.171,0.142,116.396,8.05,5812
18885,20181231,2018,CUEN,CUENTAS INC,4.033,3.184,5.97,0.154,73.712,1.589,0,0.465,0,0,11.581,12.42,-3.562,0.013,-18.07,3.709,74.65,-5.798,0.978,3.769,3,4813
18978,20181231,2018,STKS,ONE GP HOSPITALITY (THE),11.541,5.408,55.979,1.592,64.684,28.313,7.118,2.824,0,1.404,17.82,43.917,3.274,39.347,-31.032,7.269,85.601,12.514,1.193,12.697,3.07,5812
19151,20181231,2018,TIIAY,TELECOM ITALIA SPA,9993.811,5117.692,75127.035,2194.769,13247.267,2106.716,27058.51,4871.539,190.053,445.365,14747.426,50228.947,-1615.45,18485.516,6694.216,4768.497,22103.393,22357.56,1740.244,,5.55,4813
19168,20181231,2018,TACO,DEL TACO RESTAURANTS INC,32.981,19.877,758.956,7.153,381.739,37.305,178.664,25.794,0,2.932,55.695,336.682,18.959,161.429,85.329,3.167,505.49,422.274,9.175,62.912,9.99,5812
19272,20181231,2018,KOAN,RESONATE BLENDS INC,0.083,0.225,0.534,0.068,0.315,4.456,0,0,0,0,0.618,0.618,-0.34,0,-15.49,0.015,1.066,-0.084,0.045,0.973,0.6498,4899
19398,20181231,2018,DENN,DENNYS CORP,47.6,29.527,335.349,5.026,467.16,61.533,313.681,22.957,0,2.993,94.727,468.694,43.693,140.004,-310.56,26.283,630.179,-133.345,20.891,63.828,16.21,5812
19849,20181231,2018,ATEN,A10 NETWORKS INC,214.939,8.202,235.876,40.621,44.016,74.301,,7.88,0,17.93,97.367,131.993,-27.617,7.262,-272.39,53.972,232.223,103.883,0.129,199.406,6.24,3576
20147,20181231,2018,SDPI,SUPERIOR DRILLING PRODUCTS,7.675,0.721,19.639,4.264,7.077,25.018,6.297,3.76,0,1.004,5.932,12.229,-0.058,8.226,-32.055,2.273,18.245,7.41,0.774,6.391,1.17,3533
20338,20181231,2018,PRMW,PRIMO WATER CORP,635.9,206.1,3175.5,170.8,1002.7,136.195,1250.2,194.6,33.7,129.6,561,2005.1,382.9,624.7,197.1,308.3,2372.9,1170.4,77.6,1092.1,13.94,2086
20748,20181231,2018,ANET,ARISTA NETWORKS INC,2714.802,93.757,3081.983,649.95,749.43,75.668,35.431,26.71,0,264.557,606.504,938.594,328.115,75.355,1186.809,338.118,2151.369,2143.389,2.701,689.137,210.7,3576
20779,20180731,2018,CSCO,CISCO SYSTEMS INC,61837,1904,108784,8934,16857,4614,20331,1961,5968,1846,27035,65580,110,3006,384,10503,49330,43204,943,17723,42.29,3576
20942,20181231,2018,CMCSA2,NBCUNIVERSAL MEDIA LLC,13247,1933,75014,1444,27262,,12731,2108,1627,0,8224,27844,5237,13189,,9347,35895,45872,489,,,4888
20960,20181231,2018,CNNE,CANNAE HOLDINGS INC,451.7,23.4,1459.5,323,1264.8,72.224,42.2,61.3,0,22.3,160,259.8,27.6,176.4,-21.4,49.8,1199.8,1124.6,4.7,,17.12,5812
20961,20190331,2018,ATEX,ANTERIX INC,78.346,0.743,196.753,76.722,4.605,14.739,0,2.846,0,0,8.839,15.989,-41.993,9.83,-168.464,0.744,6.499,180.764,0,31.41,35.16,4899
21124,20181231,2018,LOCO,EL POLLO LOCO HOLDINGS INC,22.045,9.564,450.226,6.969,339.373,39.009,74.116,17.825,0,2.479,82.903,184.99,-8.994,104.161,-110.888,9.599,435.828,265.236,3.714,58.83,15.17,5812
21178,20181231,2018,NBEV,NEW AGE BEVERAGES CORP,95.975,8.96,286.932,42.517,42.865,75.067,15.011,2.31,0,37.148,55.066,132.396,-12.135,75.77,-22.01,10.981,52.16,154.536,1.068,23.069,5.2,2086
21433,20180630,2018,ZAYO,ZAYO GROUP HOLDINGS INC,630.8,45.9,9216.8,256.7,941.9,246.438,5811.7,747.4,0,0,618.2,7727.7,101.9,5447.2,-392.7,235.6,2604,1489.1,320.4,471.2,36.48,4899
21506,20181231,2018,AMNF,ARMANINO FOODS DISTINCTION,19.058,1.759,25.302,6.375,26.553,32.066,2.18,0.556,2.886,4.143,3.922,7.12,6.266,5.776,15.359,6.253,41.838,18.182,0.113,6.701,2.85,2030
21542,20181231,2018,AAON,AAON INC,140.861,10.616,308.197,1.994,311.809,51.991,0,17.655,16.717,77.612,48.071,60.698,42.572,163.003,247.291,60.209,433.947,247.499,0.013,46.805,35.06,3585
21798,20181231,2018,FRPT,FRESHPET INC,30.958,9.166,139.965,7.554,97.158,35.542,0,14.068,0,9.317,18.217,18.491,-5.361,102.094,-201.385,12.327,193.237,121.474,0.296,86.897,32.16,2040
21875,20181231,2018,IRO.,INTER-ROCK MINERALS INC,7.223,2.087,16.24,2.463,38.737,22.618,7.158,0.859,0,1.17,4.518,12.218,0.999,4.861,-2.157,3.255,47.266,4.022,0.482,5.718,,2040
21983,20181231,2018,HABT,HABIT RESTAURANTS INC (THE),37.944,15.034,312.606,24.894,327.424,20.668,19.804,24.49,0,2.019,39.262,162.612,2.777,160.746,6.921,7.648,402.147,124.235,1.018,44.98,10.5,5812
22260,20181231,2018,HCA,HCA HEALTHCARE INC,10213,2577,39207,502,37413,342.895,32033,2278,496,1732,7569,42125,3787,19757,-4953,6799,46677,-4950,1755,344,124.45,8062
22402,20181231,2018,RSTRF,RESTAURANT BRANDS INTL LP,1500,513,20141,913,2042,409.53,12049,218,839,75,1408,16523,1143,1996,-1437,452,5357,3616,550,1139,,5812
22543,20180930,2018,GTIM,GOOD TIMES RESTAURANTS INC,6.381,3.774,60.95,3.477,82.494,12.481,7.472,3.705,0,1.004,8.335,23.729,-1.034,35.245,-25.414,1.749,99.24,33.983,0.392,12.704,4.65,5812
22672,20181231,2018,SHAK,SHAKE SHACK INC,101.119,12.467,610.532,24.75,332.683,29.521,20.846,29,0,1.749,59.948,337.077,15.179,261.854,30.404,10.56,459.31,226.075,2.572,62.44,45.42,5812
22867,20181231,2018,NVTA,INVITAE CORP,165.439,7.812,282.959,112.158,71.612,75.481,75.852,13.54,0,8.3,36.312,121.12,-129.355,27.886,-516.717,26.296,147.699,161.839,7.03,180.96,11.06,8071
23109,20181231,2018,GEN,GENESIS HEALTHCARE INC,875.625,234.786,4263.623,20.865,4390.147,101.98,4783.814,227.396,0,0,912.212,6308.489,-235.231,2887.554,-1610.09,622.717,4976.65,-1339.52,463.738,149.182,1.18,8051
23225,20181231,2018,CABO,CABLE ONE INC,317.863,25.479,2303.234,264.113,370.269,5.703,1142.056,197.731,42.854,0,133.713,1527.876,164.76,847.979,850.196,40.66,1072.295,775.358,60.415,215.406,820.1,4841
23243,20181231,2018,KRNT,KORNIT DIGITAL LTD,140.756,16.614,214.823,74.132,68.503,35.065,0,4.965,0,30.03,33.172,35.687,12.429,14.994,22.333,21.953,142.373,179.136,0.299,62.98,18.72,3555
23249,20180630,2018,LITE,LUMENTUM HOLDINGS INC,1127.2,126.5,1581.5,397.3,701.2,62.79,334.6,77.2,0,153.6,214,619.6,247.2,306.9,172.8,197.1,1247.7,926.1,18.2,273.1,57.9,3576
23391,20181231,2018,NORSA,NORTH STATE TELECOMMUN CORP,31.126,8.73,240.822,4.544,70.47,2.264,55.237,19.357,11.86,1.549,26.423,142.396,8.036,151.159,85.181,20.175,131.33,98.426,2.051,35.184,61.75,4813
23714,20181231,2018,CYH,COMMUNITY HEALTH SYSTEMS INC,3549,887,15859,,12384,116.248,13392,700,0,402,2392,16818,-788,6139,-3553,2507,14155,-1535,998,181,2.82,8062
23730,20180630,2018,IINX,IONIX TECHNOLOGY INC,1.324,0.512,1.324,0.111,5.682,99.003,0,0,0,0.227,0.911,0.926,0.326,0,0.151,0.756,6.423,0.398,0,0.27,2.5,3577
23790,20181130,2018,CCEL,CRYO-CELL INTERNATIONAL INC,29.535,1.262,42.39,6.04,8.403,7.801,9.844,0.317,0,16.036,15.43,51.298,-0.855,1.493,-24.989,5.867,29.218,-8.908,1.547,15.143,7.32,8090
23843,20181231,2018,WING,WINGSTOP INC,29.906,2.75,139.749,12.493,32.063,29.297,309.374,4.313,192.19,0.299,26.482,364.579,21.719,8.338,-226.159,5.764,153.181,-224.83,10.123,75.88,64.19,5812
23864,20181231,2018,EXTN,EXTERRAN CORP,566.075,165.744,1567.054,19.3,977.428,36.147,403.81,123.922,0,150.689,457.329,1014.233,24.854,901.577,-170.446,340.069,1358.056,552.821,39.117,178.401,17.7,3533
23865,20181231,2018,BW,BABCOCK & WILCOX ENTERPRISES,549.619,199.882,745.497,43.214,1160.029,168.791,0,29.103,0,206.05,711.989,1022.794,-725.292,90.892,-1229.346,241.865,1062.388,-286.126,49.613,227.111,0.3904,3510
24176,20181231,2018,NTRA,NATERA INC,240.518,14.587,268.171,46.407,158.554,62.083,73.357,7.501,0,13.633,113.981,236.009,-128.154,24.336,-575.081,62.223,257.654,32.162,10.476,206.227,13.96,8071
24249,20181231,2018,TDOC,TELADOC HEALTH INC,532.736,7.769,1528.876,423.989,128.735,70.516,414.683,35.602,0,0,62.439,515.757,-97.084,10.148,-421.731,43.571,417.907,1013.119,26.112,319.455,49.57,8090
24316,20181231,2018,MNST,MONSTER BEVERAGE CORP,1804.17,248.76,4526.891,637.513,1454.829,543.676,0,56.979,0,277.705,601.145,915.99,993.004,243.051,3881.781,484.562,3807.183,3610.901,0.06,1011.756,49.22,2086
24396,20181231,2018,TVTY,TIVITY HEALTH INC,78.105,29.103,482.079,1.933,432.714,41.049,30.589,4.667,0,0,81.072,113.078,98.803,16.341,49.655,67.859,606.299,369.001,8.733,31.417,24.81,8090
24405,20181231,2018,ZBRA,ZEBRA TECHNOLOGIES CP  -CL A,1162,552,4339,44,2156,53.871,1434,175,0,520,1301,3004,421,249,1653,549,4218,1335,84,1242,159.23,3577
24463,20190430,2018,FIZZ,NATIONAL BEVERAGE CORP,321.457,63.802,452.193,156.2,616.955,46.646,0,12.8,135.247,70.702,97.037,120.584,140.853,111.316,311.887,84.841,1014.105,331.609,0.202,204.415,56,2086
24508,20190131,2018,OOMA,OOMA INC,61.913,10.231,78.388,15.37,49.731,20.312,0,3.009,0,10.117,44.722,45.341,-14.572,4.563,-105.805,4.023,129.231,33.047,,92.219,15.11,4813
24611,20181231,2018,FLOW,SPX FLOW INC,1007.4,203.7,2551.8,213.3,1392.1,42.543,722.1,58.7,,304.8,649.3,1567.2,44,335.5,-696.3,445,2090.1,974.3,54.5,447.9,30.42,3561
24708,20181231,2018,ATNI,ATN INTERNATIONAL INC,275.765,80.873,1107.304,191.836,326.983,16.003,86.294,85.719,10.863,6.305,140.65,283.98,19.815,626.852,561.984,40.205,451.207,695.387,7.973,,71.53,4812
24724,20181231,2018,LILAK,LIBERTY LATIN AMERICA LTD,1644.8,297.4,13446.6,,1532.7,180.964,6379.6,829.8,0,0,1608.7,9323.2,-345.2,4236.9,-1383.3,610.5,3705.7,3112.6,443.7,792.4,14.57,4841
24755,20180630,2018,JBSS,SANFILIPPO JOHN B&SON,247.802,60.34,415.773,1.449,734.346,11.345,27.356,15.43,28.37,174.618,117.193,172.851,32.42,125.078,124.059,65.426,888.595,242.922,3.463,82.21,74.45,2060
24844,20181231,2018,SPOK,SPOK HOLDINGS INC,130.978,2.01,327.712,83.343,63.764,19.389,0,10.769,10.133,1.708,44.948,53.158,-1.479,10.354,183.993,32.386,169.474,274.554,,98.114,13.26,4812
